# -*- coding: cp1252 -*-
subject_id,Trials,Block,Colour,Position,Button,RT
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,284
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,208
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,279
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,238
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,294
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,266
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,225
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,236
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,234
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,257
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,243
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,291
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,276
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,281
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,276
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,317
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,233
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,351
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,292
1,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,384
1,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,472
1,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,383
1,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,377
1,Main,Default,"Colour(red=0, green=0, blue=255)",-350,100,347
1,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,375
1,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,504
1,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,337
1,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,400
1,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,635
1,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,365
1,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,404
1,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,477
1,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,352
1,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,423
1,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,472
1,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,432
1,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,458
1,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,393
1,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,513
1,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,365
1,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,384
1,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,284
1,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,336
1,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,462
1,Main,Default,"Colour(red=0, green=255, blue=0)",-350,107,438
1,Main,Default,"Colour(red=0, green=255, blue=0)",350,107,470
1,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,465
1,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,371
1,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,467
1,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,387
1,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,394
1,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,446
1,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,487
1,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,362
1,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,435
1,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,523
1,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,472
1,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,491
1,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,486
1,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,627
2,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,237
2,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,2005
2,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,282
2,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,241
2,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,282
2,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,293
2,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,285
2,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,252
2,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,235
2,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,280
2,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,291
2,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,263
2,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,272
2,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,302
2,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,231
2,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,342
2,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,100,323
2,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,408
2,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,361
2,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,356
2,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,439
2,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,558
2,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,389
2,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,376
2,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,380
2,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,405
2,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,410
2,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,378
2,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,406
2,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,465
2,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,440
2,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,338
2,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,343
2,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,394
2,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,466
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,251
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,138
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,226
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,229
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,271
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,162
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,227
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,234
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,235
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,245
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,166
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,279
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,264
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,232
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,234
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,247
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,91
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,151
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,242
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,215
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,109
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,175
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,247
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,248
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,249
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,258
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,223
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,244
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,349
2,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,319
2,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,312
2,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,437
2,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,356
2,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,413
2,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,427
2,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,331
2,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,481
2,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,347
2,Main,Default,"Colour(red=0, green=0, blue=255)",-350,100,445
2,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,384
2,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,394
2,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,459
2,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,435
2,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,498
2,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,405
2,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,452
2,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,385
2,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,434
2,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,447
2,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,467
2,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,344
2,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,498
2,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,377
2,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,389
2,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,545
2,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,313
2,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,377
2,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,290
2,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,339
2,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,424
2,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,449
2,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,466
2,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,480
2,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,443
2,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,396
2,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,443
2,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,508
2,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,638
2,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,382
2,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,461
3,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,26
3,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,76
3,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,144
3,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,12
3,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,18
3,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,50
3,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,146
3,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,215
3,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,146
3,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,79
3,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,169
3,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,301
3,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,1066
3,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,565
3,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,210
3,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,357
3,Practice,Default,"Colour(red=0, green=0, blue=255)",350,100,336
3,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,649
3,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,435
3,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,354
3,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,381
3,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,445
3,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,315
3,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,100,403
3,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,579
3,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,410
3,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,417
3,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,334
3,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,375
3,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,486
3,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,501
3,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,434
3,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,321
3,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,379
3,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,499
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,263
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,234
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,27
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,240
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,233
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,186
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,100
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,280
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,250
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,62
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,201
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,271
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,229
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,36
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,238
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,255
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,260
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,119
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,338
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,249
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,11
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,445
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,338
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,359
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,87
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,252
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,226
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,270
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,271
3,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,282
3,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,346
3,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,469
3,Main,Default,"Colour(red=0, green=0, blue=255)",350,100,310
3,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,496
3,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,367
3,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,484
3,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,460
3,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,460
3,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,400
3,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,491
3,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,813
3,Main,Default,"Colour(red=0, green=0, blue=255)",350,100,359
3,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,487
3,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,638
3,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,406
3,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,319
3,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,408
3,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,335
3,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,481
3,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,408
3,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,327
3,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,438
3,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,557
3,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,372
3,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,434
3,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,825
3,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,597
3,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,530
3,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,395
3,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,575
3,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,446
3,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,504
3,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,537
3,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,971
3,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,403
3,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,360
3,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,354
3,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,383
3,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,635
3,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,291
4,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,241
4,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,238
4,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,78
4,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,244
4,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,166
4,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,286
4,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,244
4,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,76
4,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,257
4,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,135
4,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,63
4,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,184
4,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,206
4,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,332
4,Practice,Baseline,"Colour(red=255, green=255, blue=255)",0,98,92
4,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,499
4,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,421
4,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,465
4,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,488
4,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,608
4,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,526
4,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,429
4,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,591
4,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,677
4,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,361
4,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,393
4,Practice,Default,"Colour(red=0, green=255, blue=0)",350,100,375
4,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,295
4,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,405
4,Practice,Default,"Colour(red=0, green=255, blue=0)",-350,100,372
4,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,413
4,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,345
4,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,107,357
4,Practice,Default,"Colour(red=0, green=0, blue=255)",-350,100,336
4,Practice,Default,"Colour(red=0, green=0, blue=255)",350,107,599
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,280
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,235
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,267
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,269
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,277
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,279
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,250
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,255
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,236
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,258
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,244
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,221
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,266
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,263
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,256
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,284
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,254
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,305
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,251
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,260
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,247
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,248
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,274
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,255
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,310
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,291
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,333
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,268
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,217
4,Main,Baseline,"Colour(red=255, green=255, blue=255)",0,98,261
4,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,342
4,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,524
4,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,420
4,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,375
4,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,547
4,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,393
4,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,448
4,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,367
4,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,529
4,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,518
4,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,448
4,Main,Default,"Colour(red=0, green=0, blue=255)",-350,100,353
4,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,644
4,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,380
4,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,569
4,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,546
4,Main,Default,"Colour(red=0, green=255, blue=0)",350,100,543
4,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,576
4,Main,Default,"Colour(red=0, green=0, blue=255)",350,107,436
4,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,386
4,Main,Default,"Colour(red=0, green=255, blue=0)",-350,100,642
4,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,573
4,Main,Default,"Colour(red=0, green=0, blue=255)",-350,107,344
